timestamp,model,persona_id,variable,question_short,run,answer,prompt_tokens,completion_tokens,total_tokens,error,raw_response
2026-04-27T02:06:59.207756+00:00,mistralai/mistral-nemo,53,premarsx,If a man and woman have sexual relations before ma...,1,3.0,195,2,197,,3
2026-04-27T02:06:59.208275+00:00,mistralai/mistral-nemo,53,abrape,Please tell me whether or not you think it should ...,1,1.0,177,2,179,,1
2026-04-27T02:06:59.209563+00:00,mistralai/mistral-nemo,53,abpoor,Please tell me whether or not you think it should ...,1,1.0,182,2,184,,1
2026-04-27T02:06:59.221949+00:00,mistralai/mistral-nemo,53,gunlaw,Would you favor or oppose a law which would requir...,1,1.0,174,2,176,,1
2026-04-27T02:06:59.230176+00:00,mistralai/mistral-nemo,53,cappun,Do you favor or oppose the death penalty for perso...,1,2.0,162,2,164,,2
2026-04-27T02:06:59.325886+00:00,mistralai/mistral-nemo,53,homosex,What is your opinion about sexual relations betwee...,1,4.0,199,2,201,,4
2026-04-27T02:06:59.326095+00:00,mistralai/mistral-nemo,53,abhlth,Please tell me whether or not you think it should ...,1,1.0,182,1,183,,1
2026-04-27T02:06:59.479233+00:00,mistralai/mistral-nemo,53,abdefect,Please tell me whether or not you think it should ...,1,1.0,180,2,182,,1
2026-04-27T02:06:59.851653+00:00,mistralai/mistral-nemo,53,fepresch,Please read the following statement and indicate w...,1,4.0,195,2,197,,4
2026-04-27T02:06:59.861647+00:00,mistralai/mistral-nemo,53,grass,Do you think the use of marijuana should be made l...,1,1.0,165,2,167,,1
2026-04-27T02:06:59.861685+00:00,mistralai/mistral-nemo,53,affrmact,Some people say that because of past discriminatio...,1,1.0,221,2,223,,1
2026-04-27T02:06:59.861699+00:00,mistralai/mistral-nemo,53,pornlaw,Which of these statements comes closest to your fe...,1,2.0,255,2,257,,2
2026-04-27T02:06:59.863911+00:00,mistralai/mistral-nemo,53,fechld,To what extent do you you agree or disagree that: ...,1,2.0,196,2,198,,2
2026-04-27T02:06:59.866806+00:00,mistralai/mistral-nemo,53,fefam,Please read the following statement and indicate w...,1,4.0,211,1,212,,4
2026-04-27T02:06:59.940278+00:00,mistralai/mistral-nemo,53,eqwlth,Some people think that the government in Washingto...,1,3.0,315,2,317,,3
2026-04-27T02:07:00.194759+00:00,mistralai/mistral-nemo,53,xmarsex,What is your opinion about a married person having...,1,3.0,200,2,202,,3
2026-04-27T02:07:00.754091+00:00,mistralai/mistral-nemo,53,colrac,Consider a person who believes that Black people a...,1,2.0,182,1,183,,2
2026-04-27T02:07:00.759248+00:00,mistralai/mistral-nemo,53,immcrime,There are different opinions about immigrants from...,1,2.0,229,2,231,,2
2026-04-27T02:07:00.895732+00:00,mistralai/mistral-nemo,53,colath,There are always some people whose ideas are consi...,1,1.0,196,2,198,,1
2026-04-27T02:07:00.895751+00:00,mistralai/mistral-nemo,53,spkmslm,Consider a Muslim clergyman who preaches hatred of...,1,1.0,193,2,195,,1
2026-04-27T02:07:00.903798+00:00,mistralai/mistral-nemo,53,immjobs,There are different opinions about immigrants from...,1,3.0,225,1,226,,3
2026-04-27T02:07:01.189245+00:00,mistralai/mistral-nemo,53,spkrac,Consider a person who believes that Black people a...,1,2.0,192,2,194,,2
