timestamp,model,persona_id,variable,question_short,run,answer,prompt_tokens,completion_tokens,total_tokens,error,raw_response
2026-04-28T02:10:15.780693+00:00,random_guesser,1,abhlth,Please tell me whether or not you think it should ...,1,2,0,0,0,,2
2026-04-28T02:10:15.780827+00:00,random_guesser,1,abrape,Please tell me whether or not you think it should ...,1,1,0,0,0,,1
2026-04-28T02:10:15.780832+00:00,random_guesser,1,abpoor,Please tell me whether or not you think it should ...,1,1,0,0,0,,1
2026-04-28T02:10:15.780835+00:00,random_guesser,1,abdefect,Please tell me whether or not you think it should ...,1,1,0,0,0,,1
2026-04-28T02:10:15.780838+00:00,random_guesser,1,gunlaw,Would you favor or oppose a law which would requir...,1,2,0,0,0,,2
2026-04-28T02:10:15.780841+00:00,random_guesser,1,cappun,Do you favor or oppose the death penalty for perso...,1,1,0,0,0,,1
2026-04-28T02:10:15.780844+00:00,random_guesser,1,homosex,What is your opinion about sexual relations betwee...,1,1,0,0,0,,1
2026-04-28T02:10:15.780847+00:00,random_guesser,1,premarsx,If a man and woman have sexual relations before ma...,1,2,0,0,0,,2
2026-04-28T02:10:15.780849+00:00,random_guesser,1,xmarsex,What is your opinion about a married person having...,1,3,0,0,0,,3
2026-04-28T02:10:15.780852+00:00,random_guesser,1,pornlaw,Which of these statements comes closest to your fe...,1,1,0,0,0,,1
2026-04-28T02:10:15.780854+00:00,random_guesser,1,grass,Do you think the use of marijuana should be made l...,1,1,0,0,0,,1
2026-04-28T02:10:15.780857+00:00,random_guesser,1,fechld,To what extent do you you agree or disagree that: ...,1,4,0,0,0,,4
2026-04-28T02:10:15.780859+00:00,random_guesser,1,fefam,Please read the following statement and indicate w...,1,1,0,0,0,,1
2026-04-28T02:10:15.780862+00:00,random_guesser,1,fepresch,Please read the following statement and indicate w...,1,3,0,0,0,,3
2026-04-28T02:10:15.780864+00:00,random_guesser,1,affrmact,Some people say that because of past discriminatio...,1,1,0,0,0,,1
2026-04-28T02:10:15.780867+00:00,random_guesser,1,eqwlth,Some people think that the government in Washingto...,1,3,0,0,0,,3
2026-04-28T02:10:15.780869+00:00,random_guesser,1,immjobs,There are different opinions about immigrants from...,1,5,0,0,0,,5
2026-04-28T02:10:15.780872+00:00,random_guesser,1,immcrime,There are different opinions about immigrants from...,1,1,0,0,0,,1
2026-04-28T02:10:15.780874+00:00,random_guesser,1,immameco,There are different opinions about immigrants from...,1,1,0,0,0,,1
2026-04-28T02:10:15.780876+00:00,random_guesser,1,spkath,There are always some people whose ideas are consi...,1,2,0,0,0,,2
2026-04-28T02:10:15.780879+00:00,random_guesser,1,colath,There are always some people whose ideas are consi...,1,2,0,0,0,,2
2026-04-28T02:10:15.780881+00:00,random_guesser,1,spkrac,Consider a person who believes that Black people a...,1,2,0,0,0,,2
2026-04-28T02:10:15.780884+00:00,random_guesser,1,colrac,Consider a person who believes that Black people a...,1,1,0,0,0,,1
2026-04-28T02:10:15.780886+00:00,random_guesser,1,spkmslm,Consider a Muslim clergyman who preaches hatred of...,1,1,0,0,0,,1
2026-04-28T02:10:15.780889+00:00,random_guesser,1,colmslm,Consider a Muslim clergyman who preaches hatred of...,1,1,0,0,0,,1
2026-04-28T02:10:15.780891+00:00,random_guesser,1,god,Tell me which statement comes closest to expressin...,1,2,0,0,0,,2
2026-04-28T02:10:15.780894+00:00,random_guesser,1,bible,Which of these statements comes closest to describ...,1,3,0,0,0,,3
2026-04-28T02:10:15.780897+00:00,random_guesser,1,confed,I am going to name some institutions in this count...,1,1,0,0,0,,1
2026-04-28T02:10:15.780899+00:00,random_guesser,1,conpress,I am going to name some institutions in this count...,1,1,0,0,0,,1
2026-04-28T02:10:15.780901+00:00,random_guesser,1,consci,I am going to name some institutions in this count...,1,1,0,0,0,,1
2026-04-28T02:10:15.780904+00:00,random_guesser,1,nataid,"We are faced with many problems in this country, n...",1,1,0,0,0,,1
2026-04-28T02:10:15.780906+00:00,random_guesser,1,natspac,"We are faced with many problems in this country, n...",1,2,0,0,0,,2
2026-04-28T02:10:15.780908+00:00,random_guesser,1,natsci,"We are faced with many problems in this country, n...",1,2,0,0,0,,2
2026-04-28T02:10:15.780911+00:00,random_guesser,1,natenvir,"We are faced with many problems in this country, n...",1,1,0,0,0,,1
